ISO_code,country,year,HFI 2018,GDP-PPP-PC 2018,POP 2018,GDP-GROWTH,GDP-GROWTH-2008,DI
SWE,Sweden,2012,8.47,48300.8425,10175214,,,9.39
SWE,Sweden,2014,8.42,49258.99616,10175214,,,9.39
SWE,Sweden,2016,8.54,51334.43203,10175214,,,9.39
SWE,Sweden,2018,8.52,52349.29,10175214,1.950022846,-0.450559257,9.39
CHE,Switzerland,2008,8.81,66598.86,8514329,,,9.03
CHE,Switzerland,2010,8.82,65819.73725,8514329,,,9.03
CHE,Switzerland,2012,8.8,66440.28702,8514329,,,9.03
CHE,Switzerland,2014,8.83,67682.68618,8514329,,,9.03
CHE,Switzerland,2016,8.77,68663.24382,8514329,,,9.03
CHE,Switzerland,2018,8.82,70663.49,8514329,2.916905098,2.755511436,9.03
TJK,Tajikistan,2008,,2255.02,9100847,,,1.93
TJK,Tajikistan,2010,6.75,2390.022174,9100847,,,1.93
TJK,Tajikistan,2012,6.59,2637.654267,9100847,,,1.93
TJK,Tajikistan,2014,6.8,2884.200225,9100847,,,1.93
TJK,Tajikistan,2016,5.91,3113.254517,9100847,,,1.93
TJK,Tajikistan,2018,5.77,3415.32,9100847,7.599999387,7.899998272,1.93
TZA,Tanzania,2008,6.36,1899.48,56313444,,,5.41
TZA,Tanzania,2010,6.6,2006.971326,56313444,,,5.41
TZA,Tanzania,2012,6.58,2128.52893,56313444,,,5.41
TZA,Tanzania,2014,6.57,2284.961757,56313444,,,5.41
TZA,Tanzania,2016,6.47,2441.636945,56313444,,,5.41
TZA,Tanzania,2018,6.28,2590.2,56313444,5.444967632,5.68641686,5.41
THA,Thailand,2008,7.01,13620.53,69428454,,,4.63
THA,Thailand,2010,7.23,14399.04451,69428454,,,4.63
THA,Thailand,2012,6.73,15424.54427,69428454,,,4.63
THA,Thailand,2014,6.49,15854.13186,69428454,,,4.63
THA,Thailand,2016,6.29,16782.09867,69428454,,,4.63
THA,Thailand,2018,6.37,18095.74,69428454,4.189585496,1.725698849,4.63
TLS,Timor-Leste,2008,,2521.54,1267975,,,7.19
TLS,Timor-Leste,2016,6.51,3344.570884,1267975,,,7.19
TLS,Timor-Leste,2018,6.89,14845.34,1267975,-1.053902251,11.33596537,7.19
TGO,Togo,2008,5.88,1532.42,7889095,,,3.1
TGO,Togo,2010,5.58,1625.545446,7889095,,,3.1
TGO,Togo,2012,5.41,1746.931262,7889095,,,3.1
TGO,Togo,2014,5.82,1863.281894,7889095,,,3.1
TGO,Togo,2016,6.21,1976.807793,7889095,,,3.1
TGO,Togo,2018,6.13,2061.33,7889095,4.9762131,4.062252828,3.1
TTO,Trinidad and Tobago,2008,7.09,29538.91,1389841,,,7.16
TTO,Trinidad and Tobago,2010,6.8,28879.28737,1389841,,,7.16
TTO,Trinidad and Tobago,2012,6.81,28798.497,1389841,,,7.16
TTO,Trinidad and Tobago,2014,6.82,28796.55907,1389841,,,7.16
TTO,Trinidad and Tobago,2016,7,27281.85826,1389841,,,7.16
TTO,Trinidad and Tobago,2018,7.13,3051.67,1389841,0.066049775,3.391737078,7.16
TUN,Tunisia,2008,5.89,9682.79,11565203,,,6.41
TUN,Tunisia,2010,5.96,10113.37035,11565203,,,6.41
TUN,Tunisia,2012,6.26,10123.42966,11565203,,,6.41
TUN,Tunisia,2014,6.23,10498.84967,11565203,,,6.41
TUN,Tunisia,2016,6.14,10524.9136,11565203,,,6.41
TUN,Tunisia,2018,6.04,10763.73,11565203,2.663592389,4.237781547,6.41
TUR,Turkey,2008,7.04,19933.07,82340090,,,4.37
TUR,Turkey,2010,6.94,20027.66683,82340090,,,4.37
TUR,Turkey,2012,7.1,22610.68277,82340090,,,4.37
TUR,Turkey,2014,6.96,24881.72779,82340090,,,4.37
TUR,Turkey,2016,6.38,26385.00194,82340090,,,4.37
TUR,Turkey,2018,6.27,28312.68,82340090,2.958966728,0.815024573,4.37
UGA,Uganda,2008,6.57,1757.97,42729032,,,5.2
UGA,Uganda,2010,6.38,1861.282458,42729032,,,5.2
UGA,Uganda,2012,6.4,1983.880371,42729032,,,5.2
UGA,Uganda,2014,6.54,2022.29482,42729032,,,5.2
UGA,Uganda,2016,6.67,2075.011666,42729032,,,5.2
UGA,Uganda,2018,6.58,2121.97,42729032,6.162619139,8.708751901,5.2
UKR,Ukraine,2008,6.88,13195.88,44622518,,,5.69
UKR,Ukraine,2010,6.89,11778.3137,44622518,,,5.69
UKR,Ukraine,2012,6.96,12527.4655,44622518,,,5.69
UKR,Ukraine,2014,6.41,12408.9516,44622518,,,5.69
UKR,Ukraine,2016,6.25,11534.638,44622518,,,5.69
UKR,Ukraine,2018,6.45,12338,44622518,3.405295518,2.304024911,5.69
ARE,United Arab Emirates,2008,6.46,68798.42,9630966,,,2.76
ARE,United Arab Emirates,2010,6.67,54921.77558,9630966,,,2.76
ARE,United Arab Emirates,2012,6.27,57390.70052,9630966,,,2.76
ARE,United Arab Emirates,2014,6.36,62378.61005,9630966,,,2.76
ARE,United Arab Emirates,2016,6.39,66510.90299,9630966,,,2.76
ARE,United Arab Emirates,2018,6.17,66968,9630966,1.189855638,3.191836276,2.76
GBR,United Kingdom,2008,8.62,43670.41,66460344,,,8.53
GBR,United Kingdom,2010,8.46,42089.01364,66460344,,,8.53
GBR,United Kingdom,2012,8.52,42601.82841,66460344,,,8.53
GBR,United Kingdom,2014,8.61,44154.10561,66460344,,,8.53
GBR,United Kingdom,2016,8.54,45268.73045,66460344,,,8.53
GBR,United Kingdom,2018,8.44,46037.9,66460344,1.252590613,-0.278780161,8.53
USA,United States,2008,8.52,55271.66,326838199,,,7.96
USA,United States,2010,8.24,54315.91248,326838199,,,7.96
USA,United States,2012,8.26,55581.41384,326838199,,,7.96
USA,United States,2014,8.27,57213.26784,326838199,,,7.96
USA,United States,2016,8.52,59112.24221,326838199,,,7.96
USA,United States,2018,8.44,61585.76,326838199,2.996464352,-0.136579803,7.96
URY,Uruguay,2008,7.96,17266.53,3449290,,,8.38
URY,Uruguay,2010,8.05,19293.7408,3449290,,,8.38
URY,Uruguay,2012,7.96,20885.10524,3449290,,,8.38
URY,Uruguay,2014,7.83,22419.04375,3449290,,,8.38
URY,Uruguay,2016,7.87,22724.02213,3449290,,,8.38
URY,Uruguay,2018,7.92,23035.08,3449290,0.477907184,7.176144668,8.38
VNM,Vietnam,2008,6.18,4628.03,95545959,,,3.08
VNM,Vietnam,2010,6.35,5089.411016,95545959,,,3.08
VNM,Vietnam,2012,6.12,5574.493705,95545959,,,3.08
VNM,Vietnam,2014,6.12,6098.539148,95545959,,,3.08
VNM,Vietnam,2016,6.04,6767.778832,95545959,,,3.08
VNM,Vietnam,2018,6.25,7585.94,95545959,7.075788617,5.661771208,3.08
ZMB,Zambia,2008,6.95,2747.44,17351714,,,5.61
ZMB,Zambia,2010,6.48,3125.528849,17351714,,,5.61
ZMB,Zambia,2012,6.72,3339.269902,17351714,,,5.61
ZMB,Zambia,2014,6.52,3450.0376,17351714,,,5.61
ZMB,Zambia,2016,6.61,3467.887448,17351714,,,5.61
ZMB,Zambia,2018,6.71,3521.54,17351714,4.034378235,7.773895815,5.61
ZWE,Zimbabwe,2008,4.97,1880.8,14438812,,,3.16
ZWE,Zimbabwe,2010,4.79,2458.220626,14438812,,,3.16
ZWE,Zimbabwe,2012,4.82,3170.726522,14438812,,,3.16
ZWE,Zimbabwe,2014,5.24,3195.76797,14438812,,,3.16
ZWE,Zimbabwe,2016,5.77,3173.610829,14438812,,,3.16
ZWE,Zimbabwe,2018,5.59,3341.67,14438812,3.497159535,-17.66894629,3.16
